mem,p_len,sa_factor,t_len,tally_factor,time
166568,8,64,637,1,0 days 00:00:00.000023000
166568,13,64,637,1,0 days 00:00:00.000022000
165992,7,256,637,1,0 days 00:00:00.000031000
165992,8,256,637,1,0 days 00:00:00.000023000
165992,13,256,637,1,0 days 00:00:00.000022000
77296,7,1,637,8,0 days 00:00:00.000041000
77296,8,1,637,8,0 days 00:00:00.000031000
77296,13,1,637,8,0 days 00:00:00.000031000
40720,7,4,637,8,0 days 00:00:00.000041000
40720,8,4,637,8,0 days 00:00:00.000030000
40720,13,4,637,8,0 days 00:00:00.000030000
29968,7,16,637,8,0 days 00:00:00.000041000
29968,8,16,637,8,0 days 00:00:00.000031000
29968,13,16,637,8,0 days 00:00:00.000030000
27232,7,64,637,8,0 days 00:00:00.000040000
27232,8,64,637,8,0 days 00:00:00.000030000
27232,13,64,637,8,0 days 00:00:00.000030000
26656,7,256,637,8,0 days 00:00:00.000039000
26656,8,256,637,8,0 days 00:00:00.000030000
26656,13,256,637,8,0 days 00:00:00.000029000
59704,7,1,637,32,0 days 00:00:00.000045000
59704,8,1,637,32,0 days 00:00:00.000037000
59704,13,1,637,32,0 days 00:00:00.000034000
23128,7,4,637,32,0 days 00:00:00.000045000
23128,8,4,637,32,0 days 00:00:00.000037000
23128,13,4,637,32,0 days 00:00:00.000035000
12376,7,16,637,32,0 days 00:00:00.000045000
12376,8,16,637,32,0 days 00:00:00.000038000
12376,13,16,637,32,0 days 00:00:00.000035000
9640,7,64,637,32,0 days 00:00:00.000045000
9640,8,64,637,32,0 days 00:00:00.000037000
9640,13,64,637,32,0 days 00:00:00.000035000
9064,7,256,637,32,0 days 00:00:00.000045000
9064,8,256,637,32,0 days 00:00:00.000037000
9064,13,256,637,32,0 days 00:00:00.000035000
54368,7,1,637,128,0 days 00:00:00.000062000
54368,8,1,637,128,0 days 00:00:00.000041000
54368,13,1,637,128,0 days 00:00:00.000041000
17792,7,4,637,128,0 days 00:00:00.000061000
17792,8,4,637,128,0 days 00:00:00.000041000
17792,13,4,637,128,0 days 00:00:00.000042000
7040,7,16,637,128,0 days 00:00:00.000059000
7040,8,16,637,128,0 days 00:00:00.000041000
7040,13,16,637,128,0 days 00:00:00.000042000
4304,7,64,637,128,0 days 00:00:00.000060000
4304,8,64,637,128,0 days 00:00:00.000041000
4304,13,64,637,128,0 days 00:00:00.000041000
3728,7,256,637,128,0 days 00:00:00.000096000
3728,8,256,637,128,0 days 00:00:00.000043000
3728,13,256,637,128,0 days 00:00:00.000041000
53328,7,1,637,512,0 days 00:00:00.000101000
53328,8,1,637,512,0 days 00:00:00.000069000
53328,13,1,637,512,0 days 00:00:00.000084000
16752,7,4,637,512,0 days 00:00:00.000100000
16752,8,4,637,512,0 days 00:00:00.000069000
16752,13,4,637,512,0 days 00:00:00.000084000
6000,7,16,637,512,0 days 00:00:00.000099000
6000,8,16,637,512,0 days 00:00:00.000068000
6000,13,16,637,512,0 days 00:00:00.000083000
3264,7,64,637,512,0 days 00:00:00.000099000
3264,8,64,637,512,0 days 00:00:00.000069000
3264,13,64,637,512,0 days 00:00:00.000084000
2688,7,256,637,512,0 days 00:00:00.000102000
2688,8,256,637,512,0 days 00:00:00.000069000
2688,13,256,637,512,0 days 00:00:00.000084000
174128,7,1,505,1,0 days 00:00:00.000036000
174128,8,1,505,1,0 days 00:00:00.000019000
174128,13,1,505,1,0 days 00:00:00.000025000
143760,7,4,505,1,0 days 00:00:00.000034000
143760,8,4,505,1,0 days 00:00:00.000019000
143760,13,4,505,1,0 days 00:00:00.000025000
134640,7,16,505,1,0 days 00:00:00.000033000
134640,8,16,505,1,0 days 00:00:00.000019000
134640,13,16,505,1,0 days 00:00:00.000025000
132352,7,64,505,1,0 days 00:00:00.000034000
132352,8,64,505,1,0 days 00:00:00.000019000
132352,13,64,505,1,0 days 00:00:00.000024000
131872,7,256,505,1,0 days 00:00:00.000034000
131872,8,256,505,1,0 days 00:00:00.000019000
131872,13,256,505,1,0 days 00:00:00.000025000
63824,7,1,505,8,0 days 00:00:00.000050000
63824,8,1,505,8,0 days 00:00:00.000026000
63824,13,1,505,8,0 days 00:00:00.000037000
33456,7,4,505,8,0 days 00:00:00.000049000
33456,8,4,505,8,0 days 00:00:00.000027000
33456,13,4,505,8,0 days 00:00:00.000037000
24336,7,16,505,8,0 days 00:00:00.000048000
24336,8,16,505,8,0 days 00:00:00.000026000
24336,13,16,505,8,0 days 00:00:00.000036000
22048,7,64,505,8,0 days 00:00:00.000047000
22048,8,64,505,8,0 days 00:00:00.000026000
22048,13,64,505,8,0 days 00:00:00.000036000
21568,7,256,505,8,0 days 00:00:00.000048000
21568,8,256,505,8,0 days 00:00:00.000026000
21568,13,256,505,8,0 days 00:00:00.000037000
49648,7,1,505,32,0 days 00:00:00.000054000
49648,8,1,505,32,0 days 00:00:00.000028000
49648,13,1,505,32,0 days 00:00:00.000040000
19280,7,4,505,32,0 days 00:00:00.000054000
19280,8,4,505,32,0 days 00:00:00.000028000
19280,13,4,505,32,0 days 00:00:00.000041000
10160,7,16,505,32,0 days 00:00:00.000053000
10160,8,16,505,32,0 days 00:00:00.000029000
10160,13,16,505,32,0 days 00:00:00.000041000
7872,7,64,505,32,0 days 00:00:00.000053000
7872,8,64,505,32,0 days 00:00:00.000028000
7872,13,64,505,32,0 days 00:00:00.000040000
7392,7,256,505,32,0 days 00:00:00.000052000
7392,8,256,505,32,0 days 00:00:00.000029000
7392,13,256,505,32,0 days 00:00:00.000040000
45488,7,1,505,128,0 days 00:00:00.000065000
45488,8,1,505,128,0 days 00:00:00.000032000
45488,13,1,505,128,0 days 00:00:00.000047000
15120,7,4,505,128,0 days 00:00:00.000065000
15120,8,4,505,128,0 days 00:00:00.000033000
15120,13,4,505,128,0 days 00:00:00.000048000
6000,7,16,505,128,0 days 00:00:00.000064000
6000,8,16,505,128,0 days 00:00:00.000033000
6000,13,16,505,128,0 days 00:00:00.000048000
3712,7,64,505,128,0 days 00:00:00.000064000
3712,8,64,505,128,0 days 00:00:00.000033000
3712,13,64,505,128,0 days 00:00:00.000047000
3232,7,256,505,128,0 days 00:00:00.000063000
3232,8,256,505,128,0 days 00:00:00.000033000
3232,13,256,505,128,0 days 00:00:00.000047000
44384,7,1,505,512,0 days 00:00:00.000182000
44384,8,1,505,512,0 days 00:00:00.000090000
44384,13,1,505,512,0 days 00:00:00.000156000
14016,7,4,505,512,0 days 00:00:00.000180000
14016,8,4,505,512,0 days 00:00:00.000089000
14016,13,4,505,512,0 days 00:00:00.000155000
4896,7,16,505,512,0 days 00:00:00.000179000
4896,8,16,505,512,0 days 00:00:00.000090000
4896,13,16,505,512,0 days 00:00:00.000155000
2608,7,64,505,512,0 days 00:00:00.000178000
2608,8,64,505,512,0 days 00:00:00.000090000
2608,13,64,505,512,0 days 00:00:00.000156000
2128,7,256,505,512,0 days 00:00:00.000181000
2128,8,256,505,512,0 days 00:00:00.000090000
2128,13,256,505,512,0 days 00:00:00.000155000
695368,7,1,1890,1,0 days 00:00:00.000062000
695368,8,1,1890,1,0 days 00:00:00.000036000
695368,13,1,1890,1,0 days 00:00:00.000028000
556968,7,4,1890,1,0 days 00:00:00.000068000
556968,8,4,1890,1,0 days 00:00:00.000036000
556968,13,4,1890,1,0 days 00:00:00.000030000
521064,7,16,1890,1,0 days 00:00:00.000082000
521064,8,16,1890,1,0 days 00:00:00.000036000
521064,13,16,1890,1,0 days 00:00:00.000029000
511912,7,64,1890,1,0 days 00:00:00.000166000
511912,8,64,1890,1,0 days 00:00:00.000036000
511912,13,64,1890,1,0 days 00:00:00.000029000
509688,7,256,1890,1,0 days 00:00:00.000491000
509688,8,256,1890,1,0 days 00:00:00.000033000
509688,13,256,1890,1,0 days 00:00:00.000029000
267344,7,1,1890,8,0 days 00:00:00.000063000
267344,8,1,1890,8,0 days 00:00:00.000050000
267344,13,1,1890,8,0 days 00:00:00.000040000
128944,7,4,1890,8,0 days 00:00:00.000080000
128944,8,4,1890,8,0 days 00:00:00.000051000
128944,13,4,1890,8,0 days 00:00:00.000041000
93040,7,16,1890,8,0 days 00:00:00.000086000
93040,8,16,1890,8,0 days 00:00:00.000049000
93040,13,16,1890,8,0 days 00:00:00.000040000
83888,7,64,1890,8,0 days 00:00:00.000218000
83888,8,64,1890,8,0 days 00:00:00.000049000
83888,13,64,1890,8,0 days 00:00:00.000040000
81664,7,256,1890,8,0 days 00:00:00.000753000
81664,8,256,1890,8,0 days 00:00:00.000051000
81664,13,256,1890,8,0 days 00:00:00.000041000
211128,7,1,1890,32,0 days 00:00:00.000063000
211128,8,1,1890,32,0 days 00:00:00.000054000
211128,13,1,1890,32,0 days 00:00:00.000047000
72728,7,4,1890,32,0 days 00:00:00.000075000
72728,8,4,1890,32,0 days 00:00:00.000053000
72728,13,4,1890,32,0 days 00:00:00.000046000
36824,7,16,1890,32,0 days 00:00:00.000093000
36824,8,16,1890,32,0 days 00:00:00.000054000
36824,13,16,1890,32,0 days 00:00:00.000047000
27672,7,64,1890,32,0 days 00:00:00.000247000
27672,8,64,1890,32,0 days 00:00:00.000055000
27672,13,64,1890,32,0 days 00:00:00.000046000
25448,7,256,1890,32,0 days 00:00:00.000847000
25448,8,256,1890,32,0 days 00:00:00.000054000
25448,13,256,1890,32,0 days 00:00:00.000046000
194952,7,1,1890,128,0 days 00:00:00.000080000
194952,8,1,1890,128,0 days 00:00:00.000069000
194952,13,1,1890,128,0 days 00:00:00.000055000
56552,7,4,1890,128,0 days 00:00:00.000086000
56552,8,4,1890,128,0 days 00:00:00.000070000
56552,13,4,1890,128,0 days 00:00:00.000056000
20648,7,16,1890,128,0 days 00:00:00.000120000
20648,8,16,1890,128,0 days 00:00:00.000069000
20648,13,16,1890,128,0 days 00:00:00.000055000
11496,7,64,1890,128,0 days 00:00:00.000339000
11496,8,64,1890,128,0 days 00:00:00.000069000
11496,13,64,1890,128,0 days 00:00:00.000056000
9272,7,256,1890,128,0 days 00:00:00.001213000
9272,8,256,1890,128,0 days 00:00:00.000070000
9272,13,256,1890,128,0 days 00:00:00.000056000
190808,7,1,1890,512,0 days 00:00:00.000154000
190808,8,1,1890,512,0 days 00:00:00.000116000
190808,13,1,1890,512,0 days 00:00:00.000102000
52408,7,4,1890,512,0 days 00:00:00.000159000
52408,8,4,1890,512,0 days 00:00:00.000116000
52408,13,4,1890,512,0 days 00:00:00.000103000
16504,7,16,1890,512,0 days 00:00:00.000239000
16504,8,16,1890,512,0 days 00:00:00.000120000
16504,13,16,1890,512,0 days 00:00:00.000103000
7352,7,64,1890,512,0 days 00:00:00.000700000
7352,8,64,1890,512,0 days 00:00:00.000117000
7352,13,64,1890,512,0 days 00:00:00.000102000
5128,7,256,1890,512,0 days 00:00:00.002498000
5128,8,256,1890,512,0 days 00:00:00.000117000
5128,13,256,1890,512,0 days 00:00:00.000102000
569480,7,1,1527,1,0 days 00:00:00.000041000
569480,8,1,1527,1,0 days 00:00:00.000023000
569480,13,1,1527,1,0 days 00:00:00.000024000
448456,7,4,1527,1,0 days 00:00:00.000039000
448456,8,4,1527,1,0 days 00:00:00.000023000
448456,13,4,1527,1,0 days 00:00:00.000024000
416968,7,16,1527,1,0 days 00:00:00.000039000
416968,8,16,1527,1,0 days 00:00:00.000023000
416968,13,16,1527,1,0 days 00:00:00.000024000
408872,7,64,1527,1,0 days 00:00:00.000038000
408872,8,64,1527,1,0 days 00:00:00.000023000
408872,13,64,1527,1,0 days 00:00:00.000024000
406904,7,256,1527,1,0 days 00:00:00.000042000
406904,8,256,1527,1,0 days 00:00:00.000023000
406904,13,256,1527,1,0 days 00:00:00.000024000
227520,7,1,1527,8,0 days 00:00:00.000057000
227520,8,1,1527,8,0 days 00:00:00.000031000
227520,13,1,1527,8,0 days 00:00:00.000036000
106496,7,4,1527,8,0 days 00:00:00.000057000
106496,8,4,1527,8,0 days 00:00:00.000031000
106496,13,4,1527,8,0 days 00:00:00.000037000
75008,7,16,1527,8,0 days 00:00:00.000059000
75008,8,16,1527,8,0 days 00:00:00.000031000
75008,13,16,1527,8,0 days 00:00:00.000037000
66912,7,64,1527,8,0 days 00:00:00.000055000
66912,8,64,1527,8,0 days 00:00:00.000030000
66912,13,64,1527,8,0 days 00:00:00.000036000
64944,7,256,1527,8,0 days 00:00:00.000055000
64944,8,256,1527,8,0 days 00:00:00.000030000
64944,13,256,1527,8,0 days 00:00:00.000037000
183032,7,1,1527,32,0 days 00:00:00.000074000
183032,8,1,1527,32,0 days 00:00:00.000037000
183032,13,1,1527,32,0 days 00:00:00.000041000
62008,7,4,1527,32,0 days 00:00:00.000064000
62008,8,4,1527,32,0 days 00:00:00.000035000
62008,13,4,1527,32,0 days 00:00:00.000041000
30520,7,16,1527,32,0 days 00:00:00.000060000
30520,8,16,1527,32,0 days 00:00:00.000035000
30520,13,16,1527,32,0 days 00:00:00.000041000
22424,7,64,1527,32,0 days 00:00:00.000063000
22424,8,64,1527,32,0 days 00:00:00.000035000
22424,13,64,1527,32,0 days 00:00:00.000041000
20456,7,256,1527,32,0 days 00:00:00.000061000
20456,8,256,1527,32,0 days 00:00:00.000036000
20456,13,256,1527,32,0 days 00:00:00.000040000
170184,7,1,1527,128,0 days 00:00:00.000070000
170184,8,1,1527,128,0 days 00:00:00.000041000
170184,13,1,1527,128,0 days 00:00:00.000050000
49160,7,4,1527,128,0 days 00:00:00.000069000
49160,8,4,1527,128,0 days 00:00:00.000041000
49160,13,4,1527,128,0 days 00:00:00.000050000
17672,7,16,1527,128,0 days 00:00:00.000069000
17672,8,16,1527,128,0 days 00:00:00.000041000
17672,13,16,1527,128,0 days 00:00:00.000050000
9576,7,64,1527,128,0 days 00:00:00.000069000
9576,8,64,1527,128,0 days 00:00:00.000041000
9576,13,64,1527,128,0 days 00:00:00.000051000
7608,7,256,1527,128,0 days 00:00:00.000068000
7608,8,256,1527,128,0 days 00:00:00.000041000
7608,13,256,1527,128,0 days 00:00:00.000050000
166840,7,1,1527,512,0 days 00:00:00.000177000
166840,8,1,1527,512,0 days 00:00:00.000087000
166840,13,1,1527,512,0 days 00:00:00.000102000
45816,7,4,1527,512,0 days 00:00:00.000193000
45816,8,4,1527,512,0 days 00:00:00.000087000
45816,13,4,1527,512,0 days 00:00:00.000102000
14328,7,16,1527,512,0 days 00:00:00.000174000
14328,8,16,1527,512,0 days 00:00:00.000087000
14328,13,16,1527,512,0 days 00:00:00.000102000
6232,7,64,1527,512,0 days 00:00:00.000175000
6232,8,64,1527,512,0 days 00:00:00.000086000
6232,13,64,1527,512,0 days 00:00:00.000102000
4264,7,256,1527,512,0 days 00:00:00.000173000
4264,8,256,1527,512,0 days 00:00:00.000086000
4264,13,256,1527,512,0 days 00:00:00.000101000
403424,7,1,1151,1,0 days 00:00:00.000036000
403424,8,1,1151,1,0 days 00:00:00.000035000
403424,13,1,1151,1,0 days 00:00:00.000031000
328288,7,4,1151,1,0 days 00:00:00.000035000
328288,8,4,1151,1,0 days 00:00:00.000034000
328288,13,4,1151,1,0 days 00:00:00.000031000
307904,7,16,1151,1,0 days 00:00:00.000034000
307904,8,16,1151,1,0 days 00:00:00.000042000
307904,13,16,1151,1,0 days 00:00:00.000031000
302816,7,64,1151,1,0 days 00:00:00.000048000
302816,8,64,1151,1,0 days 00:00:00.000045000
302816,13,64,1151,1,0 days 00:00:00.000032000
301576,7,256,1151,1,0 days 00:00:00.000049000
301576,8,256,1151,1,0 days 00:00:00.000047000
301576,13,256,1151,1,0 days 00:00:00.000033000
149112,7,1,1151,8,0 days 00:00:00.000053000
149112,8,1,1151,8,0 days 00:00:00.000051000
149112,13,1,1151,8,0 days 00:00:00.000048000
73976,7,4,1151,8,0 days 00:00:00.000067000
73976,8,4,1151,8,0 days 00:00:00.000053000
73976,13,4,1151,8,0 days 00:00:00.000048000
53592,7,16,1151,8,0 days 00:00:00.000051000
53592,8,16,1151,8,0 days 00:00:00.000063000
53592,13,16,1151,8,0 days 00:00:00.000048000
48504,7,64,1151,8,0 days 00:00:00.000051000
48504,8,64,1151,8,0 days 00:00:00.000061000
48504,13,64,1151,8,0 days 00:00:00.000048000
47264,7,256,1151,8,0 days 00:00:00.000050000
47264,8,256,1151,8,0 days 00:00:00.000062000
47264,13,256,1151,8,0 days 00:00:00.000049000
117288,7,1,1151,32,0 days 00:00:00.000054000
117288,8,1,1151,32,0 days 00:00:00.000056000
117288,13,1,1151,32,0 days 00:00:00.000053000
42152,7,4,1151,32,0 days 00:00:00.000053000
42152,8,4,1151,32,0 days 00:00:00.000055000
42152,13,4,1151,32,0 days 00:00:00.000052000
21768,7,16,1151,32,0 days 00:00:00.000054000
21768,8,16,1151,32,0 days 00:00:00.000070000
21768,13,16,1151,32,0 days 00:00:00.000052000
16680,7,64,1151,32,0 days 00:00:00.000054000
16680,8,64,1151,32,0 days 00:00:00.000070000
16680,13,64,1151,32,0 days 00:00:00.000052000
15440,7,256,1151,32,0 days 00:00:00.000053000
15440,8,256,1151,32,0 days 00:00:00.000070000
15440,13,256,1151,32,0 days 00:00:00.000052000
107752,7,1,1151,128,0 days 00:00:00.000067000
107752,8,1,1151,128,0 days 00:00:00.000071000
107752,13,1,1151,128,0 days 00:00:00.000063000
32616,7,4,1151,128,0 days 00:00:00.000066000
32616,8,4,1151,128,0 days 00:00:00.000072000
32616,13,4,1151,128,0 days 00:00:00.000064000
12232,7,16,1151,128,0 days 00:00:00.000066000
12232,8,16,1151,128,0 days 00:00:00.000094000
12232,13,16,1151,128,0 days 00:00:00.000063000
7144,7,64,1151,128,0 days 00:00:00.000066000
7144,8,64,1151,128,0 days 00:00:00.000095000
7144,13,64,1151,128,0 days 00:00:00.000064000
5904,7,256,1151,128,0 days 00:00:00.000066000
5904,8,256,1151,128,0 days 00:00:00.000094000
5904,13,256,1151,128,0 days 00:00:00.000063000
105544,7,1,1151,512,0 days 00:00:00.000118000
105544,8,1,1151,512,0 days 00:00:00.000091000
105544,13,1,1151,512,0 days 00:00:00.000103000
30408,7,4,1151,512,0 days 00:00:00.000117000
30408,8,4,1151,512,0 days 00:00:00.000091000
30408,13,4,1151,512,0 days 00:00:00.000103000
10024,7,16,1151,512,0 days 00:00:00.000118000
10024,8,16,1151,512,0 days 00:00:00.000125000
10024,13,16,1151,512,0 days 00:00:00.000104000
4936,7,64,1151,512,0 days 00:00:00.000121000
4936,8,64,1151,512,0 days 00:00:00.000121000
4936,13,64,1151,512,0 days 00:00:00.000104000
3696,7,256,1151,512,0 days 00:00:00.000120000
3696,8,256,1151,512,0 days 00:00:00.000122000
3696,13,256,1151,512,0 days 00:00:00.000105000
273040,7,1,751,1,0 days 00:00:00.000042000
273040,8,1,751,1,0 days 00:00:00.000026000
273040,13,1,751,1,0 days 00:00:00.000025000
217104,7,4,751,1,0 days 00:00:00.000046000
217104,8,4,751,1,0 days 00:00:00.000026000
217104,13,4,751,1,0 days 00:00:00.000026000
201520,7,16,751,1,0 days 00:00:00.000059000
201520,8,16,751,1,0 days 00:00:00.000026000
201520,13,16,751,1,0 days 00:00:00.000025000
197648,7,64,751,1,0 days 00:00:00.000112000
197648,8,64,751,1,0 days 00:00:00.000026000
197648,13,64,751,1,0 days 00:00:00.000024000
196664,7,256,751,1,0 days 00:00:00.000337000
196664,8,256,751,1,0 days 00:00:00.000027000
196664,13,256,751,1,0 days 00:00:00.000026000
107864,7,1,751,8,0 days 00:00:00.000057000
107864,8,1,751,8,0 days 00:00:00.000036000
107864,13,1,751,8,0 days 00:00:00.000037000
51928,7,4,751,8,0 days 00:00:00.000064000
51928,8,4,751,8,0 days 00:00:00.000036000
51928,13,4,751,8,0 days 00:00:00.000036000
36344,7,16,751,8,0 days 00:00:00.000086000
36344,8,16,751,8,0 days 00:00:00.000036000
36344,13,16,751,8,0 days 00:00:00.000053000
32472,7,64,751,8,0 days 00:00:00.000169000
32472,8,64,751,8,0 days 00:00:00.000036000
32472,13,64,751,8,0 days 00:00:00.000037000
31488,7,256,751,8,0 days 00:00:00.000511000
31488,8,256,751,8,0 days 00:00:00.000036000
31488,13,256,751,8,0 days 00:00:00.000036000
86800,7,1,751,32,0 days 00:00:00.000065000
86800,8,1,751,32,0 days 00:00:00.000047000
86800,13,1,751,32,0 days 00:00:00.000039000
30864,7,4,751,32,0 days 00:00:00.000078000
30864,8,4,751,32,0 days 00:00:00.000043000
30864,13,4,751,32,0 days 00:00:00.000039000
15280,7,16,751,32,0 days 00:00:00.000098000
15280,8,16,751,32,0 days 00:00:00.000043000
15280,13,16,751,32,0 days 00:00:00.000039000
11408,7,64,751,32,0 days 00:00:00.000198000
11408,8,64,751,32,0 days 00:00:00.000042000
11408,13,64,751,32,0 days 00:00:00.000039000
10424,7,256,751,32,0 days 00:00:00.000604000
10424,8,256,751,32,0 days 00:00:00.000044000
10424,13,256,751,32,0 days 00:00:00.000040000
80648,7,1,751,128,0 days 00:00:00.000074000
80648,8,1,751,128,0 days 00:00:00.000055000
80648,13,1,751,128,0 days 00:00:00.000056000
24712,7,4,751,128,0 days 00:00:00.000090000
24712,8,4,751,128,0 days 00:00:00.000055000
24712,13,4,751,128,0 days 00:00:00.000055000
9128,7,16,751,128,0 days 00:00:00.000125000
9128,8,16,751,128,0 days 00:00:00.000055000
9128,13,16,751,128,0 days 00:00:00.000055000
5256,7,64,751,128,0 days 00:00:00.000274000
5256,8,64,751,128,0 days 00:00:00.000054000
5256,13,64,751,128,0 days 00:00:00.000055000
4272,7,256,751,128,0 days 00:00:00.000842000
4272,8,256,751,128,0 days 00:00:00.000055000
4272,13,256,751,128,0 days 00:00:00.000056000
79176,7,1,751,512,0 days 00:00:00.000142000
79176,8,1,751,512,0 days 00:00:00.000107000
79176,13,1,751,512,0 days 00:00:00.000101000
23240,7,4,751,512,0 days 00:00:00.000169000
23240,8,4,751,512,0 days 00:00:00.000107000
23240,13,4,751,512,0 days 00:00:00.000100000
7656,7,16,751,512,0 days 00:00:00.000231000
7656,8,16,751,512,0 days 00:00:00.000107000
7656,13,16,751,512,0 days 00:00:00.000101000
3784,7,64,751,512,0 days 00:00:00.000525000
3784,8,64,751,512,0 days 00:00:00.000108000
3784,13,64,751,512,0 days 00:00:00.000101000
2800,7,256,751,512,0 days 00:00:00.001632000
2800,8,256,751,512,0 days 00:00:00.000108000
2800,13,256,751,512,0 days 00:00:00.000101000
278792,7,1,769,1,0 days 00:00:00.000042000
278792,8,1,769,1,0 days 00:00:00.000026000
278792,13,1,769,1,0 days 00:00:00.000025000
222120,7,4,769,1,0 days 00:00:00.000042000
222120,8,4,769,1,0 days 00:00:00.000027000
222120,13,4,769,1,0 days 00:00:00.000024000
206216,7,16,769,1,0 days 00:00:00.000064000
206216,8,16,769,1,0 days 00:00:00.000027000
206216,13,16,769,1,0 days 00:00:00.000025000
202280,7,64,769,1,0 days 00:00:00.000141000
202280,8,64,769,1,0 days 00:00:00.000026000
202280,13,64,769,1,0 days 00:00:00.000025000
201296,7,256,769,1,0 days 00:00:00.000347000
201296,8,256,769,1,0 days 00:00:00.000027000
201296,13,256,769,1,0 days 00:00:00.000025000
109856,7,1,769,8,0 days 00:00:00.000057000
109856,8,1,769,8,0 days 00:00:00.000038000
109856,13,1,769,8,0 days 00:00:00.000036000
53184,7,4,769,8,0 days 00:00:00.000058000
53184,8,4,769,8,0 days 00:00:00.000037000
